customer_orientation,competitor_orientation,interfunctional_coordination,long-term_focus,profit_focus,intelligence_generation,intelligence_dissemination,responsiveness
person_service,multi-player_game,multi-local,stamina,net_income_quarter_-_over-quarter,thought_leader,imperative,customer_service_initiative
athlete,increasingly_crowded,leadership_style,best_-_in_-_class_profitability,gross,face_-_to_-_face_conversation,business_knowledge,user_friendliness
facebook_page,lobby,involve,water_scarcity,pension_income,face_recognition,workbench,solicit_feedback
media_channel,intimidation,training_development,growth_leadership,profit_number,segmentation_study,onboarding_experience,urgency
agency_client,phony,simplify_streamline,journalism,thereby,patient_journey,sale_force_effectiveness,line_design
learner,plaintiff_lawyer,shared,road_ahead,insurance_earnings,personalized_recommendation,customer_education,experimentation
video_conferencing_service,inequitable_conduct,ensemble,inflationary_deflationary,fee_base_business,dialog,customer_support,feedback_cycle
card_holder,mythology,collaboration_platform,multiyear,margin_income,fact_base,innovation_practice,training_plan
community_base,motor_vehicle_accident,cross-sector,moisturize,eps_standpoint,security_incident,management_capability,replenishment_process
content,hand_down,cross_collaboration,calmness,capital_charge,geolocation,operation_process,respond
video_capability,cripple,highly_complementary,coolness,division_profit,marketing_datum,team_development,respond_swiftly
meeting_room,fame,hackathon,hardy,expense_margin,care_pathway,campaign_planning,skillful
artist_community,intend_vigorously,technology_exchange,food_supply_chain,quality_customer,information_database,cross-functional,modernize_digitize
community_forum,addict,business_team,u-shape,cost_efficient,usage_datum,management_tool,customer_orientate
nutrition_club,spirited,expert_resource,soothe,operating_result,actionable_intelligence,analytic_environment,road_map
content_integration,ferocious,consortia,tonic,bank_earnings,actioning,performance_management_tool,delivery_model
platform_user,irrational,co-lead,multi-decade,pre-provision_profitability,analysis_technique,team_training,execution_solution
content_service,hidden_agenda,enterprise_analytic,beta_cell,eps_business,real_time_performance,client_service_delivery,best_-_in_-_class_customer_experience
conference_attendee,unconstitutional,proven_expertise,honesty_transparency,core_cash,sentiment_analysis,safety_leadership,modular_architecture
contactless,political,sister_business,neurological_function,earnings_power,process_datum,process_innovation,migration_tool
supplier,price_battle,natural_extension,animal_welfare,ebitda_margin_basis,network_analytic,customer_service_delivery,product_road_map
convenience_feature,evasion,reinvent_wheel,overcome_adversity,yield_business,market_surveillance,field_management,field_team
music_service,trench_warfare,cross_industry,clear_eyed,cost_deposit_funding,measurement_technique,responsible_gambling,market_responsiveness
cloud,gun_violence,team_messaging,ingrain_culture,securitization_revenue,application_requirement,customer_engagement,customer_service_excellence
food_drink,enjoin,cooperative,long_term_financial_health,cash_production,analysis_program,systematic,engaging
travel_guide,presidential_candidate,entrepreneurial_mindset,endure,operating_cash_flow_margin,analytical_technique,day_-_to_-_day_execution,clear_concise
mobile_site,aggressivity,end_-_to_-_end_capability,eradicate_virus,operation_leverage,compliance_reporting,data_system,face_-_to_-_face_contact
event_planner,lighthearted,dream_team,immortalize,earnings_stream,pricing_research,decision_engine,systematized
avid_fan,dumbest,transversal,long_term_growth_trajectory,interest_revenue,event_monitoring,design_collaboration,workforce_strategy
clinician,offence,innovation_excellence,dependable,long_term_profit,quality_monitoring,software_development_capability,product_feature
it_decision_maker,deny,deeply_rooted,cavitation,non-gaap_ep,insight_capability,quality_process,standardize_simplify
health_system,nuisance,imbue,long_term_financial,leverage_business_model,technological_advance,service_process,implementation_standpoint
metasearch,alien,experience_management,science_base,pre-provision_income,business_contact,data_integration,harmonize
tv_set,necessarily,formalized,technology_drive,cash_holding,analysis_work,datum_entry,menu_development
entertainment_feature,deadly_virus,partner_service,professionally_personally,net_income_line,data_streams,ui_/_ux,automate_manual
consumer_website,patent_assert,interdependency,clinically_prove,operating_and_administrative_cost,datum_streaming,datum_delivery,space_planning
premium_content,competitor_et_cetera,enablement_capability,drought_period,working_capital_utilization,tracking_monitoring,real_time_online,meeting_customer_need
ad_customer,action_game,regionalize,hair_follicle,operation_and_maintenance_expense,opportunity_assessment,customer_portal,tightly_align
streaming_audio,lowest_common_denominator,highly_competent,resilient_balance_sheet,profit_perspective,client_information,datum_model,ensure
media_partner,lunatic,strategy_group,genuinely,growth_leverage,monitoring_technology,workforce_engagement,hassle_free
companion_app,landmine,competency,lay_bare,acquisition_ratio,user_information,multichannel_capability,risk_identification
mediasite,nickname,team_player,future,value_return,capture_datum,deal_management,connection_process
broadband_content,forbid,incorporation,equitable_inclusive,leverage_company,business_need,employee_education,informed_decision
casino_customer,sanction_impose,intellectual_capital,long_term_sustainable_growth,management_profit,machine_learning_capability,client_organization,product_execution
home_delivery_subscriber,antivirus,standardize_centralize,frenetic,profit_figure,end_user_perspective,supply_chain_system,user_feedback
store_locator,sideshow,synthesis,continuously,sustainably_profitable,intelligent_routing,go_-_to_-_market_activity,customer_service_department
sport_experience,unfortunate,product_partner,emotional_bond,insurance_business,expert_network,e-procurement,referral_process
community_member,fight_war,physician_management,obsession,core_operating,sensor_solution,productivity,accountable
content_community,impersonate,decision_power,faithful,ebit_line,content_need,merchandising_process,end_end_process
health_and_wellness_service,hockey_team,newly_form,harm,book_value_growth,sale_interaction,end_-_to_-_end_digitalization,design_innovation
car_buyer,deaf,weave_fabric,insect,cash_flow_return,access_datum,teaching_learning,scheduling_tool
frequent_traveler,brethren,supply_chain_expertise,standing_customer_relationship,shareholder_value,detection_algorithm,customer_responsiveness,laboratory_workflow
computer,bioterrorism,supervise,undermine,jv_equity,real_time_content,people_management,infrastructure_integration
trade_media,super_hero,sister_company,long_run,ros,anonymized,management_accountability,communication_standpoint
play_experience,partisan,design_expert,crisis_time,investment_income,media_measurement,employee_engagement,equipment_selection
assortment,illegality,engineering_innovation,frugality,company_average_margin,consumer_insight_team,end_-_to_-_end_delivery,customer_success_model
good_morning_america,comical,collaborative_spirit,gentle,profitability_rate,datum_security,sale_engagement,scheduling
user_et_cetera,unfairly_trade_import,co-engineering,paramount_importance,margin_business,customer_expectation,information_sharing,best_-_in_-_class_execution
advertiser,weapon,business_analyst,rollercoaster,revenue_margin,real_time_location,web_technology,razor_sharp
video_calling,pitch_pitch,devops,hypertrophic,earnings_growth,decision_-_maker,central_service,intuitive
casino_operator,nerd,camaraderie,dependability,efficiency_gain,analytic_firm,customer_reporting,training_support
video_wall,entrant,group_capability,prove,profit_opportunity,industry_analysis,crm_effort,system_enhancement
provider_partner,oligopoly,multidimensional,long_term_demand,ebida,fraud_detection,manufacturing_excellence,swift
television_network,rico,healthcare_ecosystem,long_term_value_creation,core_headline_earnings,research_information,personalized,merchandising_assortment
showtime,sheriff,intertwined,hardness,bfds,surveys,product_process,driver_experience
voice_control,procter,software_domain,stress,portfolio_yield,filtering_capability,campaign_performance,rollout_process
customer_set,innovator_dilemma,glue,fortress_balance_sheet,tax_basis,imaging_quality,business_analysis,supply_management
native_language,bidding_contest,multimodal,aloe,jv_result,treatment_plan,sharing_experience,profitability_management
svod_service,entrenched_competitor,collaborate_closely,long_term_outcome,treasury_income,intelligence_information,business_intelligence_capability,nimble
gym,evil,house_expert,withstand_shock,trading_gain,physician_portal,system_automation,tailor
web_channel,detonation,acxiom,foundational,funding_efficiency,pii_datum,client_value,business_procedure
ad_unit,abuse,mutual,water_use_efficiency,asset_management_revenue,imaging_datum,delivery_engine,react
video_entertainment,hype,solution_partner,protect,minority_line,media_datum,pricing_excellence,multi-tiered
merchant_offering,game_mode,backbone,building_brand,fund_management,meta_datum,innovation_creativity,activation_process
e-mail_blast,interception,core_team,inherently_risky,cash_accretive,location_information,toolset,assessment_system
application_store,activist_investor,crowdsource,harsher,compensation_ratio,real_time_basis,executional_excellence,tailor_product
